ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009267	cellular response to starvation	6/291	175/18903	0.053972680514522	0.256073679254339	0.214376739984662	PLIN3/ATF4/LRRK2/SREBF2/WIPI1/RRAGD	6
GO:0002702	positive regulation of production of molecular mediator of immune response	5/291	133/18903	0.0549567848061656	0.259653832394591	0.217373930328815	GPI/FFAR2/IL18/MAPKAPK2/TLR7	5
GO:0009116	nucleoside metabolic process	3/291	56/18903	0.055103143933189	0.259653832394591	0.217373930328815	NME4/TYMP/APOBEC3A	3
GO:0033047	regulation of mitotic sister chromatid segregation	3/291	56/18903	0.055103143933189	0.259653832394591	0.217373930328815	BUB1B/SPC24/PTTG1	3
GO:0051438	regulation of ubiquitin-protein transferase activity	3/291	56/18903	0.055103143933189	0.259653832394591	0.217373930328815	BUB1B/PARK7/UBE2C	3
GO:2000630	positive regulation of miRNA metabolic process	3/291	56/18903	0.055103143933189	0.259653832394591	0.217373930328815	MYB/STAT3/SREBF2	3
GO:0045185	maintenance of protein location	4/291	93/18903	0.0554878422754	0.261110364058899	0.218593292313959	PARK7/GPAA1/SRGN/ARL2	4
GO:0006007	glucose catabolic process	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	ENO1/BAD	2
GO:0045662	negative regulation of myoblast differentiation	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	IL18/CMTM5	2
GO:0045980	negative regulation of nucleotide metabolic process	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	H19/STAT3	2
GO:0046641	positive regulation of alpha-beta T cell proliferation	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	CCR2/IL18	2
GO:0071450	cellular response to oxygen radical	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	H19/MPO	2
GO:0071451	cellular response to superoxide	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	H19/MPO	2
GO:1900078	positive regulation of cellular response to insulin stimulus	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	ZBTB7B/ERFE	2
GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	2/291	25/18903	0.0561649177958938	0.261446935400293	0.218875059136502	ELANE/ST3GAL4	2
GO:0009142	nucleoside triphosphate biosynthetic process	5/291	134/18903	0.0564028840935713	0.261959463995024	0.219304131775312	H19/NME4/ENO1/ALDOA/VPS9D1	5
GO:0061025	membrane fusion	6/291	177/18903	0.0564267056202369	0.261959463995024	0.219304131775312	DYSF/ATP13A2/VAMP8/NAPA/GCA/MYOF	6
GO:0071222	cellular response to lipopolysaccharide	7/291	222/18903	0.0565688346983923	0.26226678529966	0.219561411397363	CTSG/CEBPE/DEFA4/CARD16/CD274/IL18/PDCD1LG2	7
GO:1900542	regulation of purine nucleotide metabolic process	4/291	94/18903	0.0572834569339378	0.265223941353648	0.222037048394987	H19/ENO1/STAT3/ARL2	4
GO:2001235	positive regulation of apoptotic signaling pathway	5/291	135/18903	0.0578707652229713	0.267584502115319	0.224013234788279	S100A9/S100A8/TNFSF10/PARK7/BAD	5
GO:0002449	lymphocyte mediated immunity	10/291	367/18903	0.0585938393247284	0.270565669823011	0.226508973578707	FCGR1A/SERPING1/C1QC/C1QB/FCER1G/CCR2/IL18/C1QA/IGHV3-30/CEACAM1	10
GO:0060759	regulation of response to cytokine stimulus	6/291	179/18903	0.0589469779385143	0.27183292630124	0.227569880397862	AGPAT1/CARD16/SOCS1/CASP4/PADI2/NKIRAS2	6
GO:0070997	neuron death	10/291	368/18903	0.0594523928223834	0.273774331784465	0.229195163323051	GPI/GAPDH/ATF4/G6PD/ATP13A2/PARK7/BAD/LRRK2/C1QA/GPX1	10
GO:0010803	regulation of tumor necrosis factor-mediated signaling pathway	3/291	58/18903	0.0600012469321983	0.273774331784465	0.229195163323051	CARD16/CASP4/NKIRAS2	3
GO:0009435	NAD biosynthetic process	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	NNMT/PARP10	2
GO:0035751	regulation of lysosomal lumen pH	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	RNASEK/LRRK2	2
GO:0035821	modulation of process of another organism	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	DEFA4/S100A9	2
GO:0036119	response to platelet-derived growth factor	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	CCNA2/CORO1B	2
GO:0046339	diacylglycerol metabolic process	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	PLB1/PNPLA2	2
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	SOCS3/SOCS1	2
GO:0046639	negative regulation of alpha-beta T cell differentiation	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	ZBTB7B/SOCS1	2
GO:0051016	barbed-end actin filament capping	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	CAPZB/CAPG	2
GO:1903306	negative regulation of regulated secretory pathway	2/291	26/18903	0.0602433404451312	0.273774331784465	0.229195163323051	CCR2/CEACAM1	2
GO:0006887	exocytosis	10/291	369/18903	0.0603191275298141	0.273774331784465	0.229195163323051	CCR2/ATP13A2/VAMP8/NAPA/PIP5K1C/LRRK2/ANXA3/PLEK/CEACAM1/FES	10
GO:0006497	protein lipidation	4/291	96/18903	0.0609672542700281	0.275629445351672	0.230748205400616	GPAA1/DPM3/PIGA/WIPI1	4
GO:0007032	endosome organization	4/291	96/18903	0.0609672542700281	0.275629445351672	0.230748205400616	RNASEK/SNX3/LAMTOR1/RAB5B	4
GO:0046330	positive regulation of JNK cascade	4/291	96/18903	0.0609672542700281	0.275629445351672	0.230748205400616	MMP8/NCF1/GADD45G/GADD45B	4
GO:0010574	regulation of vascular endothelial growth factor production	3/291	59/18903	0.0625243742980876	0.281196860449993	0.235409068252257	ATF4/CCR2/C3AR1	3
GO:0043903	regulation of biological process involved in symbiotic interaction	3/291	59/18903	0.0625243742980876	0.281196860449993	0.235409068252257	IFITM3/SNX3/IFITM2	3
GO:0045010	actin nucleation	3/291	59/18903	0.0625243742980876	0.281196860449993	0.235409068252257	BRK1/ARPC4/CORO1B	3
GO:0051289	protein homotetramerization	3/291	59/18903	0.0625243742980876	0.281196860449993	0.235409068252257	GBP5/ALDOA/KCNJ2	3
GO:0006576	cellular biogenic amine metabolic process	4/291	97/18903	0.0628551982895741	0.282317106491793	0.236346902609623	NNMT/SMS/PARK7/OAZ1	4
GO:0072503	cellular divalent inorganic cation homeostasis	9/291	323/18903	0.0631383976834386	0.282856048220657	0.236798087484273	ELANE/GSTO1/S100A9/S100A8/ATF4/CCR2/ATP13A2/SLC39A8/MT2A	9
GO:0044772	mitotic cell cycle phase transition	12/291	473/18903	0.063138973126267	0.282856048220657	0.236798087484273	CCNA2/BUB1B/SMARCD3/FOXM1/CDC25A/RRM2/PSME2/SPC24/ACTB/E2F1/CENPJ/UBE2C	12
GO:0031667	response to nutrient levels	12/291	474/18903	0.0639310505179989	0.284899555857757	0.23850884708538	MPO/PLIN3/STAT1/ATF4/G6PD/ALPL/LRRK2/SREBF2/WIPI1/GPX1/RRAGD/FES	12
GO:0002407	dendritic cell chemotaxis	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	SLAMF8/CCR2	2
GO:0002418	immune response to tumor cell	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	CD274/CEACAM1	2
GO:0010884	positive regulation of lipid storage	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	PLIN3/SREBF2	2
GO:0032740	positive regulation of interleukin-17 production	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	ZBTB7B/IL18	2
GO:0042026	protein refolding	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	HSPA6/HSPB1	2
GO:0046174	polyol catabolic process	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	GK/IMPA2	2
GO:0060259	regulation of feeding behavior	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	STAT3/RETN	2
GO:0090200	positive regulation of release of cytochrome c from mitochondria	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	TNFSF10/BAD	2
GO:1901623	regulation of lymphocyte chemotaxis	2/291	27/18903	0.0644199632671997	0.284899555857757	0.23850884708538	CCR2/PADI2	2
GO:0071241	cellular response to inorganic substance	7/291	229/18903	0.0645737685487771	0.285214573615699	0.238772569933357	CCNA2/ATF4/ATP13A2/NCF1/MT2A/BAD/LRRK2	7
GO:0045599	negative regulation of fat cell differentiation	3/291	60/18903	0.0650961174865614	0.286788252294111	0.240090003672911	LRP3/SORT1/E2F1	3
GO:0046686	response to cadmium ion	3/291	60/18903	0.0650961174865614	0.286788252294111	0.240090003672911	GPI/NCF1/MT2A	3
GO:0006140	regulation of nucleotide metabolic process	4/291	99/18903	0.0667225092584865	0.292974061843212	0.245268566691038	H19/ENO1/STAT3/ARL2	4
GO:0006885	regulation of pH	4/291	99/18903	0.0667225092584865	0.292974061843212	0.245268566691038	SLAMF8/RNASEK/LRRK2/ATP6V0D1	4
GO:2000045	regulation of G1/S transition of mitotic cell cycle	6/291	185/18903	0.0669060391700189	0.292974061843212	0.245268566691038	SMARCD3/RRM2/PSME2/ACTB/E2F1/CENPJ	6
GO:0002685	regulation of leukocyte migration	7/291	231/18903	0.0669809454813217	0.292974061843212	0.245268566691038	ELANE/ST3GAL4/SLAMF8/CCR2/PADI2/C3AR1/TNFAIP6	7
GO:0031669	cellular response to nutrient levels	7/291	231/18903	0.0669809454813217	0.292974061843212	0.245268566691038	PLIN3/ATF4/LRRK2/SREBF2/WIPI1/RRAGD/FES	7
GO:0045667	regulation of osteoblast differentiation	5/291	141/18903	0.0671344088555288	0.292974061843212	0.245268566691038	HEMGN/ATF4/TNFAIP6/LRP3/PDLIM7	5
GO:0048255	mRNA stabilization	3/291	61/18903	0.0677158790478178	0.292974061843212	0.245268566691038	MAPKAPK2/E2F1/IGF2BP2	3
GO:0070918	small regulatory ncRNA processing	3/291	61/18903	0.0677158790478178	0.292974061843212	0.245268566691038	RMRP/H19/STAT3	3
GO:0090311	regulation of protein deacetylation	3/291	61/18903	0.0677158790478178	0.292974061843212	0.245268566691038	NNMT/ZBTB7B/LRRK2	3
GO:1902893	regulation of miRNA transcription	3/291	61/18903	0.0677158790478178	0.292974061843212	0.245268566691038	MYB/STAT3/SREBF2	3
GO:0006109	regulation of carbohydrate metabolic process	6/291	186/18903	0.0682906430290607	0.292974061843212	0.245268566691038	NNMT/ERFE/STAT3/BAD/PLEK/ARL2	6
GO:0000303	response to superoxide	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	H19/MPO	2
GO:0002227	innate immune response in mucosa	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	DEFA4/H2BC12	2
GO:0010758	regulation of macrophage chemotaxis	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	SLAMF8/C3AR1	2
GO:0019359	nicotinamide nucleotide biosynthetic process	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	NNMT/PARP10	2
GO:0019363	pyridine nucleotide biosynthetic process	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	NNMT/PARP10	2
GO:0032703	negative regulation of interleukin-2 production	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	GBP1/VSIG4	2
GO:0046337	phosphatidylethanolamine metabolic process	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	PLB1/ABHD4	2
GO:0051647	nucleus localization	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	LMNB1/FHOD1	2
GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	RMRP/STAT3	2
GO:0090382	phagosome maturation	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	SLAMF8/RAB32	2
GO:1903649	regulation of cytoplasmic transport	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	LRRK2/SNX3	2
GO:2000819	regulation of nucleotide-excision repair	2/291	28/18903	0.0686908200055738	0.292974061843212	0.245268566691038	SMARCD3/ACTB	2
GO:0042632	cholesterol homeostasis	4/291	100/18903	0.0687015815174327	0.292974061843212	0.245268566691038	IL18/SREBF2/LAMTOR1/NPC2	4
GO:1901992	positive regulation of mitotic cell cycle phase transition	4/291	100/18903	0.0687015815174327	0.292974061843212	0.245268566691038	CDC25A/RRM2/CENPJ/UBE2C	4
GO:1903900	regulation of viral life cycle	5/291	142/18903	0.0687541273182922	0.292974061843212	0.245268566691038	IFITM3/APOBEC3A/SNX3/PARP10/IFITM2	5
GO:0044843	cell cycle G1/S phase transition	8/291	280/18903	0.0687903775781254	0.292974061843212	0.245268566691038	CCNA2/SMARCD3/CDC25A/RRM2/PSME2/ACTB/E2F1/CENPJ	8
GO:2001234	negative regulation of apoptotic signaling pathway	7/291	233/18903	0.0694416201119642	0.295383443185621	0.247285624121812	OPA1/DDIAS/HSPB1/PARK7/ENO1/LRRK2/GPX1	7
GO:0002221	pattern recognition receptor signaling pathway	6/291	187/18903	0.0696918301229439	0.296083125762175	0.247871376121871	CLEC4E/AIM2/FFAR2/IRF1/MAPKAPK2/TLR7	6
GO:0061614	miRNA transcription	3/291	62/18903	0.0703830456342401	0.29865238282637	0.250022276422162	MYB/STAT3/SREBF2	3
GO:0071219	cellular response to molecule of bacterial origin	7/291	234/18903	0.070692029423828	0.298941037960244	0.250263929319717	CTSG/CEBPE/DEFA4/CARD16/CD274/IL18/PDCD1LG2	7
GO:0042158	lipoprotein biosynthetic process	4/291	101/18903	0.0707107203281757	0.298941037960244	0.250263929319717	GPAA1/DPM3/PIGA/WIPI1	4
GO:0055092	sterol homeostasis	4/291	101/18903	0.0707107203281757	0.298941037960244	0.250263929319717	IL18/SREBF2/LAMTOR1/NPC2	4
GO:0042326	negative regulation of phosphorylation	10/291	381/18903	0.0713639111702043	0.301333678706462	0.252266972055786	WARS1/SOCS3/HSPB1/SOCS1/PARK7/DUSP3/STAT3/GADD45B/LRRK2/CEACAM1	10
GO:0009895	negative regulation of catabolic process	9/291	332/18903	0.0722430149206216	0.303457932577496	0.254045329835852	CST3/ATP13A2/PARK7/STAT3/LRRK2/SNX3/MAPKAPK2/E2F1/IGF2BP2	9
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	6/291	189/18903	0.0725439032367901	0.303457932577496	0.254045329835852	GAPDH/CARD16/TNFSF10/CLEC4D/SECTM1/S100A12	6
GO:0006869	lipid transport	11/291	433/18903	0.0725946636799962	0.303457932577496	0.254045329835852	LRP10/NME4/AQP9/APOL6/ERFE/ABCA13/SREBF2/RETN/LAMTOR1/NPC2/CEACAM1	11
GO:0000305	response to oxygen radical	2/291	29/18903	0.0730520424995718	0.303457932577496	0.254045329835852	H19/MPO	2
GO:0001773	myeloid dendritic cell activation	2/291	29/18903	0.0730520424995718	0.303457932577496	0.254045329835852	BATF2/CLEC4D	2
GO:0010575	positive regulation of vascular endothelial growth factor production	2/291	29/18903	0.0730520424995718	0.303457932577496	0.254045329835852	ATF4/C3AR1	2
GO:0032607	interferon-alpha production	2/291	29/18903	0.0730520424995718	0.303457932577496	0.254045329835852	STAT1/TLR7	2
GO:0032647	regulation of interferon-alpha production	2/291	29/18903	0.0730520424995718	0.303457932577496	0.254045329835852	STAT1/TLR7	2
GO:0042759	long-chain fatty acid biosynthetic process	2/291	29/18903	0.0730520424995718	0.303457932577496	0.254045329835852	ACOT7/GPX4	2
GO:0090025	regulation of monocyte chemotaxis	2/291	29/18903	0.0730520424995718	0.303457932577496	0.254045329835852	SLAMF8/CCR2	2
GO:0010573	vascular endothelial growth factor production	3/291	63/18903	0.073096988970607	0.303457932577496	0.254045329835852	ATF4/CCR2/C3AR1	3
GO:0032623	interleukin-2 production	3/291	63/18903	0.073096988970607	0.303457932577496	0.254045329835852	GBP1/CCR2/VSIG4	3
GO:0032663	regulation of interleukin-2 production	3/291	63/18903	0.073096988970607	0.303457932577496	0.254045329835852	GBP1/CCR2/VSIG4	3
GO:0070542	response to fatty acid	3/291	63/18903	0.073096988970607	0.303457932577496	0.254045329835852	FFAR2/BAD/E2F1	3
GO:1903305	regulation of regulated secretory pathway	5/291	145/18903	0.0737423165866819	0.305769461573108	0.255980468394029	CCR2/VAMP8/LRRK2/CEACAM1/FES	5
GO:0031333	negative regulation of protein-containing complex assembly	5/291	146/18903	0.0754478690300497	0.311727964972013	0.260968737932563	PARK7/EML2/CAPZB/STMN2/CAPG	5
GO:0071214	cellular response to abiotic stimulus	9/291	335/18903	0.075450080693863	0.311727964972013	0.260968737932563	CARD16/ATF4/CASP5/CDC25A/SERPINB6/BAD/IRF1/KCNJ2/TLR7	9
GO:0104004	cellular response to environmental stimulus	9/291	335/18903	0.075450080693863	0.311727964972013	0.260968737932563	CARD16/ATF4/CASP5/CDC25A/SERPINB6/BAD/IRF1/KCNJ2/TLR7	9
GO:0048002	antigen processing and presentation of peptide antigen	3/291	64/18903	0.0758570667932598	0.312661466233794	0.261750235499416	FCGR1A/CTSD/FCER1G	3
GO:0098930	axonal transport	3/291	64/18903	0.0758570667932598	0.312661466233794	0.261750235499416	OPA1/HSPB1/KIF4A	3
GO:0032386	regulation of intracellular transport	9/291	336/18903	0.0765383069266646	0.313447905946068	0.262408617814235	BNIP3L/UBE2J1/ATP13A2/PARK7/OAZ1/LRRK2/SREBF2/SNX3/UBL5	9
GO:0051604	protein maturation	9/291	336/18903	0.0765383069266646	0.313447905946068	0.262408617814235	CTSG/CST7/CARD16/CASP4/ENO1/BAD/LRRK2/SRGN/PSENEN	9
GO:0006626	protein targeting to mitochondrion	4/291	104/18903	0.076916801380783	0.313447905946068	0.262408617814235	BNIP3L/LRRK2/SREBF2/UBL5	4
GO:0006641	triglyceride metabolic process	4/291	104/18903	0.076916801380783	0.313447905946068	0.262408617814235	GK/PLB1/GPX1/PNPLA2	4
GO:0031099	regeneration	6/291	192/18903	0.0769459964092744	0.313447905946068	0.262408617814235	NNMT/CCNA2/SCARF1/ANXA3/KREMEN1/GPX1	6
GO:0045598	regulation of fat cell differentiation	5/291	147/18903	0.077174726999503	0.313447905946068	0.262408617814235	ZBTB7B/LRP3/TFE3/SORT1/E2F1	5
GO:0001778	plasma membrane repair	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	DYSF/MYOF	2
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	FCGR1A/FCER1G	2
GO:0006027	glycosaminoglycan catabolic process	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	GNS/PGLYRP1	2
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	CTSD/FCER1G	2
GO:0042744	hydrogen peroxide catabolic process	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	MPO/GPX1	2
GO:0043032	positive regulation of macrophage activation	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	MMP8/LRRK2	2
GO:0072539	T-helper 17 cell differentiation	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	ZBTB7B/STAT3	2
GO:0090330	regulation of platelet aggregation	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	CTSG/CEACAM1	2
GO:1903203	regulation of oxidative stress-induced neuron death	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	ATF4/PARK7	2
GO:1903205	regulation of hydrogen peroxide-induced cell death	2/291	30/18903	0.0774998586212918	0.313447905946068	0.262408617814235	PARK7/LRRK2	2
GO:0031100	animal organ regeneration	3/291	65/18903	0.0786626237590207	0.316993448191826	0.265376833018299	NNMT/CCNA2/ANXA3	3
GO:0048247	lymphocyte chemotaxis	3/291	65/18903	0.0786626237590207	0.316993448191826	0.265376833018299	CCR2/PADI2/SAA1	3
GO:1905953	negative regulation of lipid localization	3/291	65/18903	0.0786626237590207	0.316993448191826	0.265376833018299	CRP/SREBF2/PNPLA2	3
GO:0001933	negative regulation of protein phosphorylation	9/291	338/18903	0.0787435954107083	0.316993448191826	0.265376833018299	WARS1/SOCS3/HSPB1/SOCS1/PARK7/DUSP3/GADD45B/LRRK2/CEACAM1	9
GO:0032479	regulation of type I interferon production	4/291	105/18903	0.0790444305322996	0.317464491928562	0.265771175853399	GAPDH/STAT1/IRF1/TLR7	4
GO:0032606	type I interferon production	4/291	105/18903	0.0790444305322996	0.317464491928562	0.265771175853399	GAPDH/STAT1/IRF1/TLR7	4
GO:0009411	response to UV	5/291	149/18903	0.0806920739640101	0.323329957623771	0.270681557185414	ELANE/CARD16/ATF4/CDC25A/GPX1	5
GO:1902652	secondary alcohol metabolic process	5/291	149/18903	0.0806920739640101	0.323329957623771	0.270681557185414	G6PD/SCARF1/SREBF2/IDH1/NPC2	5
GO:0006754	ATP biosynthetic process	4/291	106/18903	0.0812011978555293	0.324923920564255	0.272015972264044	H19/ENO1/ALDOA/VPS9D1	4
GO:0050854	regulation of antigen receptor-mediated signaling pathway	3/291	66/18903	0.0815129923246404	0.324923920564255	0.272015972264044	GBP1/DUSP3/CEACAM1	3
GO:0000002	mitochondrial genome maintenance	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	OPA1/TYMP	2
GO:0002507	tolerance induction	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	CD274/PHLPP1	2
GO:0015721	bile acid and bile salt transport	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	AQP9/CEACAM1	2
GO:0019433	triglyceride catabolic process	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	PLB1/PNPLA2	2
GO:0032148	activation of protein kinase B activity	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	PARK7/IL18	2
GO:0035767	endothelial cell chemotaxis	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	HSPB1/CORO1B	2
GO:0048679	regulation of axon regeneration	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	SCARF1/KREMEN1	2
GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	2/291	31/18903	0.0820305902524698	0.324923920564255	0.272015972264044	PARK7/GPX1	2
GO:0034614	cellular response to reactive oxygen species	5/291	150/18903	0.0824824091387982	0.326339336959231	0.273200913853353	H19/MPO/PARK7/NCF1/LRRK2	5
GO:0015850	organic hydroxy compound transport	8/291	292/18903	0.0829910360531536	0.327976016621959	0.274571090013264	AQP9/PARK7/ABCA13/SREBF2/LAMTOR1/NPC2/ACTB/CEACAM1	8
GO:0007405	neuroblast proliferation	3/291	67/18903	0.0844074935975366	0.332432705685167	0.278302088354358	SMARCD3/RACGAP1/LRRK2	3
GO:0045576	mast cell activation	3/291	67/18903	0.0844074935975366	0.332432705685167	0.278302088354358	VAMP8/S100A12/FES	3
GO:1901224	positive regulation of NIK/NF-kappaB signaling	3/291	67/18903	0.0844074935975366	0.332432705685167	0.278302088354358	MMP8/IL18/TLR7	3
GO:0044089	positive regulation of cellular component biogenesis	12/291	498/18903	0.0849285713053103	0.334103969576927	0.27970121733088	GBP5/WARS1/FHOD1/ATP13A2/PARK7/LRSAM1/PLEK/WIPI1/BRK1/ARL2/FES/CENPJ	12
GO:0044106	cellular amine metabolic process	4/291	108/18903	0.0856013027900168	0.335866228498335	0.281176524452176	NNMT/SMS/PARK7/OAZ1	4
GO:0051341	regulation of oxidoreductase activity	4/291	108/18903	0.0856013027900168	0.335866228498335	0.281176524452176	H19/SLAMF8/PARK7/LRRK2	4
GO:0010743	regulation of macrophage derived foam cell differentiation	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	IL18/CRP	2
GO:0019082	viral protein processing	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	ST3GAL4/PARP10	2
GO:0031116	positive regulation of microtubule polymerization	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	ARL2/FES	2
GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	BRK1/CORO1B	2
GO:0034389	lipid droplet organization	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	PLIN3/PNPLA2	2
GO:0043304	regulation of mast cell degranulation	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	VAMP8/FES	2
GO:0046685	response to arsenic-containing substance	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	GSTO1/ATF4	2
GO:0051085	chaperone cofactor-dependent protein refolding	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	HSPA6/DNAJB12	2
GO:0051482	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	GNA15/C3AR1	2
GO:1903715	regulation of aerobic respiration	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	PARK7/ARL2	2
GO:1903955	positive regulation of protein targeting to mitochondrion	2/291	32/18903	0.0866406513005259	0.335866228498335	0.281176524452176	SREBF2/UBL5	2
GO:0001649	osteoblast differentiation	7/291	246/18903	0.0867393113866044	0.335871728171896	0.281181128603968	HEMGN/ATF4/ALPL/TNFAIP6/LRP3/CLEC5A/PDLIM7	7
GO:0031330	negative regulation of cellular catabolic process	7/291	247/18903	0.0881631256084785	0.341002727717452	0.285476638234797	CST3/PARK7/STAT3/LRRK2/MAPKAPK2/E2F1/IGF2BP2	7
GO:0000045	autophagosome assembly	4/291	110/18903	0.0901153553381518	0.348163800154336	0.291471660324859	CTSD/LRRK2/LRSAM1/WIPI1	4
GO:0002828	regulation of type 2 immune response	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	CCR2/IL18	2
GO:0006654	phosphatidic acid biosynthetic process	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	AGPAT1/ABHD4	2
GO:0007035	vacuolar acidification	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	RNASEK/ATP6V0D1	2
GO:0036475	neuron death in response to oxidative stress	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	ATF4/PARK7	2
GO:0045577	regulation of B cell differentiation	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	SLAMF8/BAD	2
GO:0048147	negative regulation of fibroblast proliferation	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	FTH1/PARP10	2
GO:0050901	leukocyte tethering or rolling	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	ELANE/ST3GAL4	2
GO:1904893	negative regulation of receptor signaling pathway via STAT	2/291	33/18903	0.0913265457530814	0.349713845932531	0.292769309351983	SOCS3/SOCS1	2
GO:0010675	regulation of cellular carbohydrate metabolic process	5/291	155/18903	0.091747239046649	0.350160180847653	0.293142966747479	NNMT/ERFE/STAT3/BAD/PLEK	5
GO:0032368	regulation of lipid transport	5/291	155/18903	0.091747239046649	0.350160180847653	0.293142966747479	ERFE/ABCA13/SREBF2/RETN/LAMTOR1	5
GO:0070507	regulation of microtubule cytoskeleton organization	5/291	155/18903	0.091747239046649	0.350160180847653	0.293142966747479	EML2/STMN2/ARL2/FES/CENPJ	5
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	4/291	111/18903	0.0924145311093481	0.351919506384887	0.294615818132839	NCF1/PIP5K1C/IL18/CEACAM1	4
GO:0042177	negative regulation of protein catabolic process	4/291	111/18903	0.0924145311093481	0.351919506384887	0.294615818132839	CST3/ATP13A2/PARK7/SNX3	4
